trip_id,driver_id,timestamp,motion_score,audio_score
TRIP003,DRV003,2024-02-06 08:14:30,0.27,0.0
TRIP003,DRV003,2024-02-06 08:15:00,0.032,0.0
TRIP008,DRV050,2024-02-06 17:30:00,0.052,0.025
TRIP008,DRV050,2024-02-06 17:30:30,0.198,0.0
TRIP008,DRV050,2024-02-06 17:35:00,0.0,0.125
TRIP008,DRV050,2024-02-06 17:38:00,0.096,0.0
TRIP008,DRV050,2024-02-06 17:40:00,0.0,0.134
TRIP008,DRV050,2024-02-06 17:45:00,0.077,0.125
TRIP008,DRV050,2024-02-06 17:50:00,0.0,0.05
TRIP008,DRV050,2024-02-06 17:52:00,0.064,0.0
TRIP008,DRV050,2024-02-06 17:55:00,0.0,0.05
TRIP008,DRV050,2024-02-06 17:57:30,0.266,0.0
TRIP008,DRV050,2024-02-06 17:58:00,0.032,0.0
TRIP010,DRV145,2024-02-06 19:05:00,0.052,0.025
TRIP010,DRV145,2024-02-06 19:05:30,0.23,0.0
TRIP010,DRV145,2024-02-06 19:08:00,0.0,0.125
TRIP010,DRV145,2024-02-06 19:12:00,0.0,0.168
TRIP010,DRV145,2024-02-06 19:15:00,0.096,0.0
TRIP010,DRV145,2024-02-06 19:16:00,0.0,0.302
TRIP010,DRV145,2024-02-06 19:20:00,0.0,0.336
TRIP010,DRV145,2024-02-06 19:22:00,0.683,0.572
TRIP010,DRV145,2024-02-06 19:22:30,0.946,0.681
TRIP010,DRV145,2024-02-06 19:23:00,1.0,0.924
TRIP010,DRV145,2024-02-06 19:23:30,0.823,0.941
TRIP010,DRV145,2024-02-06 19:24:00,0.5,0.765
TRIP010,DRV145,2024-02-06 19:24:30,0.0,0.714
TRIP010,DRV145,2024-02-06 19:25:00,0.0,0.362
TRIP010,DRV145,2024-02-06 19:26:00,0.0,0.294
TRIP010,DRV145,2024-02-06 19:28:00,0.0,0.134
TRIP010,DRV145,2024-02-06 19:30:00,0.083,0.0
TRIP010,DRV145,2024-02-06 19:32:00,0.0,0.05
TRIP010,DRV145,2024-02-06 19:34:30,0.238,0.0
TRIP010,DRV145,2024-02-06 19:35:00,0.032,0.0
