log_id,driver_id,date,timestamp,cumulative_earnings,elapsed_hours,current_velocity,target_velocity,velocity_delta,trips_completed,forecast_status,computed_velocity,target_earnings,target_hours,computed_target_velocity,remaining_hours,future_earnings,predicted_final,forecast
VEL027,DRV115,2024-02-06,2024-02-06 12:28:48,1645,6.48,253.86,173.0,80.86,9,ahead,253.858024691358,1560.0,9.9,157.57575757575756,3.42,868.1944444444443,2513.1944444444443,ahead
VEL204,DRV115,2024-02-06,2024-02-06 12:40:48,192,6.68,28.74,179.0,-150.26,12,at_risk,28.742514970059883,1560.0,9.9,157.57575757575756,3.2200000000000006,92.55089820359284,284.55089820359285,at_risk
VEL210,DRV116,2024-02-06,2024-02-06 07:40:12,1769,1.67,1059.28,179.0,880.28,12,ahead,1059.2814371257487,1316.0,9.2,143.04347826086956,7.529999999999999,7976.389221556887,9745.389221556887,ahead
VEL181,DRV117,2024-02-06,2024-02-06 13:11:24,1184,7.19,164.67,200.0,-35.33,6,at_risk,164.673157162726,1338.0,9.7,137.93814432989691,2.509999999999999,413.3296244784421,1597.3296244784422,ahead
VEL112,DRV118,2024-02-06,2024-02-06 11:58:12,464,5.97,77.72,170.0,-92.28,3,at_risk,77.72194304857622,1146.0,7.0,163.71428571428572,1.0300000000000002,80.05360134003352,544.0536013400335,at_risk
VEL154,DRV118,2024-02-06,2024-02-06 12:15:00,1301,6.25,208.16,181.0,27.16,12,ahead,208.16,1146.0,7.0,163.71428571428572,0.75,156.12,1457.12,ahead
VEL170,DRV121,2024-02-06,2024-02-06 08:46:48,1519,2.78,546.4,171.0,375.4,11,ahead,546.4028776978417,1800.0,8.3,216.86746987951804,5.520000000000001,3016.143884892087,4535.143884892087,ahead
VEL156,DRV121,2024-02-06,2024-02-06 11:48:00,2091,5.8,360.52,171.0,189.52,12,ahead,360.51724137931035,1800.0,8.3,216.86746987951804,2.500000000000001,901.2931034482762,2992.2931034482763,ahead
VEL128,DRV121,2024-02-06,2024-02-06 13:25:12,1040,7.42,140.16,197.0,-56.84,14,at_risk,140.16172506738545,1800.0,8.3,216.86746987951804,0.8800000000000008,123.3423180592993,1163.3423180592993,at_risk
VEL024,DRV123,2024-02-06,2024-02-06 13:39:36,1433,7.66,187.08,201.0,-13.92,12,on_track,187.07571801566579,1549.0,7.0,221.28571428571428,0.0,0.0,1433.0,on_track
VEL143,DRV125,2024-02-06,2024-02-06 12:04:48,1874,6.08,308.22,167.0,141.22,3,ahead,308.2236842105263,1526.0,8.8,173.4090909090909,2.7200000000000006,838.3684210526318,2712.3684210526317,ahead
VEL080,DRV125,2024-02-06,2024-02-06 13:40:48,1031,7.68,134.24,203.0,-68.76,9,at_risk,134.24479166666669,1526.0,8.8,173.4090909090909,1.120000000000001,150.35416666666683,1181.3541666666667,at_risk
VEL042,DRV126,2024-02-06,2024-02-06 09:27:00,2394,3.45,693.91,173.0,520.91,6,ahead,693.9130434782609,1521.0,7.0,217.28571428571428,3.55,2463.391304347826,4857.391304347826,ahead
VEL023,DRV127,2024-02-06,2024-02-06 10:48:00,625,4.8,130.21,173.0,-42.79,14,at_risk,130.20833333333334,1726.0,9.8,176.12244897959184,5.000000000000001,651.0416666666669,1276.041666666667,at_risk
VEL221,DRV127,2024-02-06,2024-02-06 12:16:48,1167,6.28,185.83,182.0,3.83,3,ahead,185.828025477707,1726.0,9.8,176.12244897959184,3.5200000000000005,654.1146496815287,1821.1146496815286,on_track
VEL200,DRV128,2024-02-06,2024-02-06 06:30:36,625,0.51,1225.49,187.0,1038.49,11,ahead,1225.4901960784314,1341.0,6.8,197.2058823529412,6.29,7708.333333333333,8333.333333333332,ahead
VEL155,DRV128,2024-02-06,2024-02-06 11:30:00,1163,5.5,211.45,192.0,19.45,4,ahead,211.45454545454547,1341.0,6.8,197.2058823529412,1.2999999999999998,274.8909090909091,1437.8909090909092,on_track
VEL211,DRV130,2024-02-06,2024-02-06 09:15:36,1927,3.26,591.1,195.0,396.1,2,ahead,591.1042944785277,1585.0,8.0,198.125,4.74,2801.8343558282213,4728.834355828221,ahead
VEL097,DRV130,2024-02-06,2024-02-06 11:57:36,2306,5.96,386.91,184.0,202.91,10,ahead,386.9127516778523,1585.0,8.0,198.125,2.04,789.3020134228187,3095.3020134228186,ahead
VEL071,DRV132,2024-02-06,2024-02-06 12:53:24,1201,6.89,174.31,167.0,7.31,2,ahead,174.31059506531204,1650.0,6.7,246.2686567164179,0.0,0.0,1201.0,at_risk
VEL215,DRV132,2024-02-06,2024-02-06 13:08:24,817,7.14,114.43,190.0,-75.57,11,at_risk,114.42577030812325,1650.0,6.7,246.2686567164179,0.0,0.0,817.0,at_risk
VEL213,DRV133,2024-02-06,2024-02-06 07:55:12,871,1.92,453.65,196.0,257.65,12,ahead,453.64583333333337,1706.0,8.3,205.5421686746988,6.380000000000001,2894.2604166666674,3765.2604166666674,ahead
VEL103,DRV134,2024-02-06,2024-02-06 11:39:00,188,5.65,33.27,174.0,-140.73,11,at_risk,33.27433628318584,1433.0,6.9,207.68115942028984,1.25,41.5929203539823,229.5929203539823,at_risk
VEL152,DRV135,2024-02-06,2024-02-06 07:07:12,2140,1.12,1910.71,192.0,1718.71,4,ahead,1910.7142857142856,1699.0,7.9,215.0632911392405,6.78,12954.642857142857,15094.642857142857,ahead
VEL100,DRV135,2024-02-06,2024-02-06 13:13:12,555,7.22,76.87,175.0,-98.13,6,at_risk,76.86980609418283,1699.0,7.9,215.0632911392405,0.6800000000000006,52.27146814404438,607.2714681440443,at_risk
VEL094,DRV136,2024-02-06,2024-02-06 07:36:00,1269,1.6,793.12,179.0,614.12,5,ahead,793.125,1239.0,7.8,158.84615384615384,6.199999999999999,4917.374999999999,6186.374999999999,ahead
VEL086,DRV137,2024-02-06,2024-02-06 07:01:48,984,1.03,955.34,182.0,773.34,11,ahead,955.3398058252427,1682.0,6.2,271.2903225806452,5.17,4939.1067961165045,5923.1067961165045,ahead
VEL106,DRV137,2024-02-06,2024-02-06 11:35:24,1170,5.59,209.3,191.0,18.3,12,ahead,209.30232558139537,1682.0,6.2,271.2903225806452,0.6100000000000003,127.67441860465124,1297.6744186046512,at_risk
VEL216,DRV139,2024-02-06,2024-02-06 07:01:12,919,1.02,900.98,169.0,731.98,7,ahead,900.9803921568628,1335.0,6.3,211.9047619047619,5.279999999999999,4757.176470588235,5676.176470588235,ahead
VEL123,DRV139,2024-02-06,2024-02-06 09:40:12,358,3.67,97.55,189.0,-91.45,3,at_risk,97.54768392370572,1335.0,6.3,211.9047619047619,2.63,256.550408719346,614.550408719346,at_risk
VEL167,DRV140,2024-02-06,2024-02-06 06:30:00,317,0.5,634.0,185.0,449.0,4,ahead,634.0,1385.0,6.1,227.04918032786887,5.6,3550.3999999999996,3867.3999999999996,ahead
VEL096,DRV141,2024-02-06,2024-02-06 12:22:12,580,6.37,91.05,172.0,-80.95,3,at_risk,91.05180533751962,1327.0,9.6,138.22916666666669,3.2299999999999995,294.09733124018834,874.0973312401884,at_risk
VEL175,DRV142,2024-02-06,2024-02-06 07:28:48,585,1.48,395.27,203.0,192.27,2,ahead,395.27027027027026,1616.0,6.1,264.91803278688525,4.619999999999999,1826.1486486486483,2411.1486486486483,ahead
VEL173,DRV142,2024-02-06,2024-02-06 11:02:24,2316,5.04,459.52,180.0,279.52,11,ahead,459.5238095238095,1616.0,6.1,264.91803278688525,1.0599999999999996,487.0952380952379,2803.095238095238,ahead
VEL190,DRV144,2024-02-06,2024-02-06 09:30:36,1748,3.51,498.01,182.0,316.01,4,ahead,498.00569800569804,1344.0,8.6,156.27906976744185,5.09,2534.8490028490028,4282.849002849003,ahead
VEL207,DRV144,2024-02-06,2024-02-06 13:01:48,1204,7.03,171.27,205.0,-33.73,10,at_risk,171.2660028449502,1344.0,8.6,156.27906976744185,1.5699999999999994,268.8876244665717,1472.8876244665717,on_track
VEL138,DRV145,2024-02-06,2024-02-06 13:11:24,1904,7.19,264.81,199.0,65.81,13,ahead,264.81223922114043,1684.0,9.0,187.11111111111111,1.8099999999999996,479.3101529902641,2383.310152990264,ahead
VEL141,DRV146,2024-02-06,2024-02-06 06:32:24,1927,0.54,3568.52,177.0,3391.52,2,ahead,3568.5185185185182,1741.0,7.9,220.37974683544303,7.36,26264.296296296296,28191.296296296296,ahead
VEL195,DRV146,2024-02-06,2024-02-06 10:38:24,1249,4.64,269.18,175.0,94.18,4,ahead,269.18103448275866,1741.0,7.9,220.37974683544303,3.2600000000000007,877.5301724137934,2126.5301724137935,ahead
VEL085,DRV146,2024-02-06,2024-02-06 13:33:00,1892,7.55,250.6,174.0,76.6,9,ahead,250.59602649006624,1741.0,7.9,220.37974683544303,0.35000000000000053,87.70860927152331,1979.7086092715233,ahead
VEL001,DRV147,2024-02-06,07:03:00,145,0.55,263.64,175.0,88.64,1,ahead,263.6363636363636,1643.0,6.1,269.344262295082,5.55,1463.181818181818,1608.181818181818,on_track
VEL174,DRV148,2024-02-06,2024-02-06 08:04:48,1280,2.08,615.38,189.0,426.38,2,ahead,615.3846153846154,1182.0,8.5,139.05882352941177,6.42,3950.7692307692305,5230.7692307692305,ahead
VEL082,DRV149,2024-02-06,2024-02-06 07:03:36,1878,1.06,1771.7,181.0,1590.7,5,ahead,1771.698113207547,1213.0,7.5,161.73333333333332,6.4399999999999995,11409.735849056602,13287.735849056602,ahead
VEL105,DRV151,2024-02-06,2024-02-06 06:54:00,1245,0.9,1383.33,205.0,1178.33,6,ahead,1383.3333333333333,1694.0,9.5,178.31578947368422,8.6,11896.666666666666,13141.666666666666,ahead
VEL166,DRV151,2024-02-06,2024-02-06 08:21:00,1862,2.35,792.34,168.0,624.34,3,ahead,792.3404255319149,1694.0,9.5,178.31578947368422,7.15,5665.234042553192,7527.234042553192,ahead
VEL108,DRV151,2024-02-06,2024-02-06 10:16:12,2069,4.27,484.54,182.0,302.54,7,ahead,484.5433255269321,1694.0,9.5,178.31578947368422,5.23,2534.161592505855,4603.161592505855,ahead
VEL125,DRV153,2024-02-06,2024-02-06 12:44:24,1173,6.74,174.04,172.0,2.04,5,ahead,174.03560830860533,1639.0,9.3,176.23655913978493,2.5600000000000005,445.5311572700297,1618.5311572700298,on_track
VEL039,DRV155,2024-02-06,2024-02-06 09:40:12,1532,3.67,417.44,195.0,222.44,6,ahead,417.43869209809264,1395.0,9.8,142.34693877551018,6.130000000000001,2558.8991825613084,4090.8991825613084,ahead
VEL019,DRV157,2024-02-06,2024-02-06 11:24:00,1713,5.4,317.22,200.0,117.22,14,ahead,317.22222222222223,1530.0,7.8,196.15384615384616,2.3999999999999995,761.3333333333331,2474.333333333333,ahead
VEL146,DRV158,2024-02-06,2024-02-06 08:56:24,671,2.94,228.23,190.0,38.23,9,ahead,228.2312925170068,1632.0,8.6,189.7674418604651,5.66,1291.7891156462586,1962.7891156462586,ahead
VEL052,DRV158,2024-02-06,2024-02-06 11:12:00,758,5.2,145.77,190.0,-44.23,4,at_risk,145.76923076923077,1632.0,8.6,189.7674418604651,3.3999999999999995,495.6153846153845,1253.6153846153845,at_risk
VEL139,DRV160,2024-02-06,2024-02-06 07:19:12,1253,1.32,949.24,193.0,756.24,11,ahead,949.2424242424242,1275.0,9.2,138.58695652173915,7.879999999999999,7480.030303030302,8733.030303030302,ahead
VEL034,DRV161,2024-02-06,2024-02-06 11:46:48,1343,5.78,232.35,189.0,43.35,1,ahead,232.35294117647058,1566.0,9.8,159.79591836734693,4.0200000000000005,934.0588235294118,2277.0588235294117,ahead
VEL003,DRV162,2024-02-06,08:15:00,540,2.08,259.62,175.0,84.62,3,ahead,259.6153846153846,1782.0,9.2,193.69565217391306,7.119999999999999,1848.461538461538,2388.461538461538,ahead
VEL009,DRV163,2024-02-06,18:42:00,580,2.2,263.64,200.0,63.64,2,ahead,263.6363636363636,1366.0,7.5,182.13333333333333,5.3,1397.2727272727273,1977.2727272727273,ahead
VEL176,DRV164,2024-02-06,2024-02-06 10:54:00,318,4.9,64.9,177.0,-112.1,4,at_risk,64.89795918367346,1481.0,7.8,189.8717948717949,2.8999999999999995,188.20408163265301,506.204081632653,at_risk
VEL209,DRV167,2024-02-06,2024-02-06 08:31:12,1478,2.52,586.51,202.0,384.51,11,ahead,586.5079365079365,1590.0,9.6,165.625,7.08,4152.476190476191,5630.476190476191,ahead
VEL184,DRV167,2024-02-06,2024-02-06 12:25:48,2213,6.43,344.17,175.0,169.17,10,ahead,344.16796267496113,1590.0,9.6,165.625,3.17,1091.0124416796268,3304.012441679627,ahead
VEL098,DRV169,2024-02-06,2024-02-06 07:13:12,2155,1.22,1766.39,187.0,1579.39,12,ahead,1766.393442622951,1327.0,9.1,145.82417582417582,7.88,13919.180327868853,16074.180327868853,ahead
VEL124,DRV169,2024-02-06,2024-02-06 13:46:12,1678,7.77,215.96,186.0,29.96,15,ahead,215.95881595881596,1327.0,9.1,145.82417582417582,1.33,287.22522522522524,1965.2252252252251,ahead
VEL205,DRV170,2024-02-06,2024-02-06 07:49:48,1295,1.83,707.65,166.0,541.65,9,ahead,707.6502732240436,1624.0,7.6,213.6842105263158,5.77,4083.1420765027315,5378.1420765027315,ahead
VEL117,DRV170,2024-02-06,2024-02-06 09:32:24,660,3.54,186.44,204.0,-17.56,4,on_track,186.4406779661017,1624.0,7.6,213.6842105263158,4.06,756.9491525423729,1416.9491525423728,at_risk
VEL179,DRV173,2024-02-06,2024-02-06 10:30:00,977,4.5,217.11,174.0,43.11,1,ahead,217.11111111111111,1395.0,6.7,208.2089552238806,2.2,477.6444444444445,1454.6444444444446,on_track
VEL121,DRV173,2024-02-06,2024-02-06 13:16:48,2294,7.28,315.11,176.0,139.11,2,ahead,315.1098901098901,1395.0,6.7,208.2089552238806,0.0,0.0,2294.0,ahead
VEL033,DRV174,2024-02-06,2024-02-06 10:05:24,2500,4.09,611.25,178.0,433.25,8,ahead,611.2469437652812,1247.0,6.8,183.38235294117646,2.71,1656.479217603912,4156.479217603912,ahead
VEL217,DRV175,2024-02-06,2024-02-06 09:54:36,1154,3.91,295.14,190.0,105.14,2,ahead,295.14066496163684,1484.0,6.4,231.875,2.49,734.9002557544758,1888.900255754476,ahead
VEL014,DRV176,2024-02-06,06:52:00,168,0.87,193.1,157.14,35.96,1,ahead,193.10344827586206,1681.0,9.0,186.77777777777777,8.13,1569.9310344827588,1737.9310344827588,on_track
VEL169,DRV176,2024-02-06,2024-02-06 07:53:24,1914,1.89,1012.7,196.0,816.7,6,ahead,1012.6984126984128,1681.0,9.0,186.77777777777777,7.11,7200.285714285715,9114.285714285714,ahead
VEL203,DRV177,2024-02-06,2024-02-06 13:53:24,1479,7.89,187.45,205.0,-17.55,14,on_track,187.45247148288973,1409.0,9.3,151.50537634408602,1.410000000000001,264.30798479087474,1743.3079847908748,ahead
VEL008,DRV182,2024-02-06,17:58:00,312,0.97,321.65,200.0,121.65,1,ahead,321.64948453608247,1427.0,7.8,182.94871794871796,6.83,2196.865979381443,2508.865979381443,ahead
VEL048,DRV186,2024-02-06,2024-02-06 09:19:12,754,3.32,227.11,192.0,35.11,11,ahead,227.10843373493978,1596.0,7.6,210.0,4.279999999999999,972.0240963855421,1726.0240963855422,on_track
VEL180,DRV188,2024-02-06,2024-02-06 07:56:24,673,1.94,346.91,200.0,146.91,12,ahead,346.9072164948454,1178.0,6.5,181.23076923076923,4.5600000000000005,1581.896907216495,2254.896907216495,ahead
VEL202,DRV188,2024-02-06,2024-02-06 09:33:36,697,3.56,195.79,204.0,-8.21,5,on_track,195.78651685393257,1178.0,6.5,181.23076923076923,2.94,575.6123595505618,1272.612359550562,on_track
VEL022,DRV189,2024-02-06,2024-02-06 12:03:00,1543,6.05,255.04,177.0,78.04,12,ahead,255.04132231404958,1242.0,9.3,133.54838709677418,3.250000000000001,828.8842975206613,2371.884297520661,ahead
VEL089,DRV190,2024-02-06,2024-02-06 08:52:12,778,2.87,271.08,192.0,79.08,7,ahead,271.0801393728223,1245.0,8.8,141.47727272727272,5.930000000000001,1607.5052264808364,2385.5052264808364,ahead
VEL162,DRV191,2024-02-06,2024-02-06 08:48:00,2300,2.8,821.43,205.0,616.43,4,ahead,821.4285714285714,1179.0,6.1,193.27868852459017,3.3,2710.714285714286,5010.714285714286,ahead
VEL012,DRV192,2024-02-06,09:18:00,680,2.3,295.65,175.0,120.65,2,ahead,295.6521739130435,1707.0,6.2,275.3225806451613,3.9000000000000004,1153.0434782608697,1833.0434782608697,on_track
VEL004,DRV195,2024-02-06,08:52:00,738,2.87,257.14,175.0,82.14,4,ahead,257.1428571428571,1612.0,9.1,177.14285714285714,6.2299999999999995,1601.9999999999998,2340.0,ahead
VEL182,DRV195,2024-02-06,2024-02-06 09:51:36,1649,3.86,427.2,172.0,255.2,15,ahead,427.20207253886014,1612.0,9.1,177.14285714285714,5.24,2238.538860103627,3887.538860103627,ahead
VEL109,DRV196,2024-02-06,2024-02-06 13:33:36,2282,7.56,301.85,179.0,122.85,5,ahead,301.85185185185185,1114.0,8.1,137.53086419753086,0.54,163.0,2445.0,ahead
VEL188,DRV197,2024-02-06,2024-02-06 13:01:48,2330,7.03,331.44,169.0,162.44,3,ahead,331.4366998577525,1319.0,9.7,135.979381443299,2.669999999999999,884.9359886201988,3214.9359886201987,ahead
VEL102,DRV200,2024-02-06,2024-02-06 10:04:48,1799,4.08,440.93,173.0,267.93,5,ahead,440.9313725490196,1184.0,7.3,162.1917808219178,3.2199999999999998,1419.799019607843,3218.799019607843,ahead
VEL163,DRV201,2024-02-06,2024-02-06 09:01:12,1058,3.02,350.33,195.0,155.33,1,ahead,350.33112582781456,,,,,,,no_goal
VEL187,DRV201,2024-02-06,2024-02-06 12:03:36,929,6.06,153.3,190.0,-36.7,8,at_risk,153.30033003300332,,,,,,,no_goal
VEL055,DRV201,2024-02-06,2024-02-06 12:19:12,1687,6.32,266.93,170.0,96.93,13,ahead,266.93037974683546,,,,,,,no_goal
VEL110,DRV201,2024-02-06,2024-02-06 13:36:36,506,7.61,66.49,191.0,-124.51,13,at_risk,66.49145860709592,,,,,,,no_goal
VEL073,DRV203,2024-02-06,2024-02-06 09:40:12,852,3.67,232.15,165.0,67.15,4,ahead,232.1525885558583,,,,,,,no_goal
VEL134,DRV205,2024-02-06,2024-02-06 07:08:24,959,1.14,841.23,197.0,644.23,15,ahead,841.2280701754387,,,,,,,no_goal
VEL035,DRV206,2024-02-06,2024-02-06 07:39:00,1514,1.65,917.58,178.0,739.58,14,ahead,917.5757575757576,,,,,,,no_goal
VEL191,DRV207,2024-02-06,2024-02-06 06:31:48,903,0.53,1703.77,201.0,1502.77,4,ahead,1703.7735849056603,,,,,,,no_goal
VEL122,DRV209,2024-02-06,2024-02-06 12:48:00,1653,6.8,243.09,197.0,46.09,6,ahead,243.08823529411765,,,,,,,no_goal
VEL062,DRV210,2024-02-06,2024-02-06 07:26:24,2490,1.44,1729.17,185.0,1544.17,2,ahead,1729.1666666666667,,,,,,,no_goal
